ts,flow_duration,Header_Length,Source IP,Destination IP,Source Port,Destination Port,Protocol Type,Protocol_name,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,urg_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,max_duration,min_duration,sum_duration,average_duration,std_duration,CoAP,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,MAC,Magnitue,Radius,Covariance,Variance,Weight,DS status,Fragments,Sequence number,Protocol Version,flow_idle_time,flow_active_time,Label
1701581835,76.0193429,7820,172.16.63.128,172.16.65.128,41596,8888,6,TCP,64,0.513027323,0.513027323,0,1,0,0,0,1,0,0,0,3,4,0,12,37,1701581835,1701581759,66361689182,1701581774,26.25717099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,264,66,66,66,0,66,0.000825882,4,808448,11.48912529,0,0,0,16,0,0,0,0,0.000825882,76.0193429,discovery
1701581835,76.02145481,7886,172.16.63.128,172.16.65.128,41596,8888,6,TCP,64,0.526167252,0.526167252,0,1,0,0,0,1,0,0,0,4,4,0,12,38,1701581835,1701581759,68063271017,1701581775,27.60785147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,330,66,66,66,0,66,0.002111912,5,808448,11.48912529,0,0,0,25,0,0,0,0,0.002111912,76.02145481,discovery
1701581835,76.02197886,7952,172.16.65.128,172.16.63.128,8888,41596,6,TCP,64,0.539317716,0.539317716,0,0,0,0,0,1,0,0,0,4,4,0,12,39,1701581835,1701581759,69764852852,1701581777,28.75965349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,396,66,66,66,0,66,0.000524044,6,808448,11.48912529,0,0,0,36,0,0,0,0,0.000524044,76.02197886,discovery
1701581835,76.02409101,8018,172.16.65.128,172.16.63.128,8888,41596,6,TCP,64,0.552456457,0.552456457,0,0,0,0,0,1,0,0,0,4,4,0,12,40,1701581835,1701581759,71466434687,1701581778,29.75018887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,462,66,66,66,0,66,0.00211215,7,808448,11.48912529,0,0,0,49,0,0,0,0,0.00211215,76.02409101,discovery
1701511837,8.77593708,5693,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,2.165010964,2.165010964,0,0,0,0,1,1,0,0,0,0,4,0,7,17,1701511837,1701511829,32328724752,1701511829,1.957135187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1589,66,1001,176.5555556,291.583078,1001,0.228720903,9,808448,18.79125092,412.3607434,85020.69136,1,81,0,0,0,0,8.751529932,8.77593708,collection
1701511837,8.779545069,6694,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,2.278022363,2.278022363,0,0,0,0,1,1,0,0,0,0,4,0,8,18,1701511837,1701511829,34030236590,1701511829,2.629950377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2590,66,1001,259,371.0692658,1001,0.003607988,10,808448,22.75961335,524.7711882,137692.4,1,100,0,0,0,0,0.003607988,8.779545069,collection
1701511837,8.822417974,6760,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,2.380299829,2.380299829,0,0,0,0,0,1,0,0,0,0,4,0,8,19,1701511837,1701511829,35731748427,1701511830,3.072854938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2656,66,1001,241.4545455,358.1247532,66,0.042872906,11,808448,21.97519263,506.464883,128253.3388,1,121,0,0,0,0,0.042872906,8.822417974,collection
1701511837,8.824530125,6826,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,2.493050586,2.493050586,0,0,0,0,0,1,0,0,0,0,4,0,8,20,1701511837,1701511829,37433260265,1701511830,3.390020815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2722,66,1001,226.8333333,346.2905411,66,0.00211215,12,808448,21.29945226,489.7287798,119917.1389,1,144,0,0,0,0,0.00211215,8.824530125,collection
1701511837,8.852948189,7044,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,2.598004587,2.598004587,0,0,0,0,1,1,0,0,0,0,4,0,9,21,1701511837,1701511829,39134772102,1701511831,3.629696384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2940,66,1001,226.1538462,332.7135164,218,0.028418064,13,808448,21.26752671,470.5279673,110698.284,1,169,0,0,0,0,0.028418064,8.852948189,collection
1701511837,8.853322029,7206,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,2.710846835,2.710846835,0,0,0,0,1,1,0,0,0,0,4,0,10,22,1701511837,1701511829,40836283940,1701511831,3.813513674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3102,66,1001,221.5714286,321.036205,162,0.00037384,14,808448,21.05095858,454.0137551,103064.2449,1,196,0,0,0,0,0.00037384,8.853322029,collection
1701511837,8.855303049,7424,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,2.823167074,2.823167074,0,0,0,0,1,1,0,0,0,0,4,0,11,23,1701511837,1701511829,42537795777,1701511831,3.956690074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3320,66,1001,221.3333333,310.1517191,218,0.00198102,15,808448,21.03964512,438.6207676,96194.08889,1,225,0,0,0,0,0.00198102,8.855303049,collection
1701511837,8.855786085,7490,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,2.935933609,2.935933609,0,0,0,0,0,1,0,0,0,0,4,0,11,24,1701511837,1701511829,44239307615,1701511831,4.069059323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3386,66,1001,211.625,302.6478719,66,0.000483036,16,808448,20.57304061,428.0087251,91595.73438,1,256,0,0,0,0,0.000483036,8.855786085,collection
1701511837,8.857897997,7556,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,3.04812722,3.04812722,0,0,0,0,0,1,0,0,0,0,4,0,11,25,1701511837,1701511829,45940819452,1701511832,4.157635378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3452,66,1001,203.0588235,295.6041611,66,0.002111912,17,808448,20.15236083,418.0474137,87381.82007,1,289,0,0,0,0,0.002111912,8.857897997,collection
1701511837,8.860203028,7718,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,3.160198464,3.160198464,0,0,0,0,1,1,0,0,0,0,4,0,12,26,1701511837,1701511829,47642331289,1701511832,4.22742011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3614,66,1001,200.7777778,287.429519,162,0.002305031,18,808448,20.03885115,406.486724,82615.7284,1,324,0,0,0,0,0.002305031,8.860203028,collection
1701511837,8.860747099,7784,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,3.272861721,3.272861721,0,0,0,0,0,1,0,0,0,0,4,0,12,27,1701511837,1701511829,49343843127,1701511832,4.28205668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3680,66,1001,193.6842105,281.3774488,66,0.000544071,19,808448,19.68167729,397.9278043,79173.2687,1,361,0,0,0,0,0.000544071,8.860747099,collection
1701511837,8.862859011,7850,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,3.384912246,3.384912246,0,0,0,0,0,1,0,0,0,0,4,0,12,28,1701511837,1701511829,51045354964,1701511832,4.324467157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3746,66,1001,187.3,275.6610419,66,1701511837,0,808448,19.68167729,397.9278043,79173.2687,1,361,0,0,0,0,0.002111912,8.862859011,collection
1701511868,38.93685317,7916,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.796160898,0.796160898,0,0,0,0,0,1,0,0,0,0,4,0,12,29,1701511868,1701511829,52746866832,1701511833,7.563502076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,806,66,84,73.27272727,7.072236487,66,0.285788059,11,808448,12.105596,10.00165276,50.01652893,1,121,0,0,0,0,30.07399416,38.93685317,collection
1701511868,38.93896508,7982,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.821798934,0.821798934,0,0,0,0,0,1,0,0,0,0,4,0,12,30,1701511868,1701511829,54448378699,1701511834,9.536350374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,872,66,84,72.66666667,7.0632067,66,0.002111912,12,808448,12.05542755,9.988882709,49.88888889,1,144,0,0,0,0,0.002111912,38.93896508,collection
1701511868,38.93949699,8048,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.847468574,0.847468574,0,0,0,0,0,1,0,0,0,0,4,0,12,31,1701511868,1701511829,56149890567,1701511835,10.9793526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,938,66,84,72.15384615,7.014777302,66,0.000531912,13,808448,12.01281367,9.920393197,49.20710059,1,169,0,0,0,0,0.000531912,38.93949699,collection
1701511868,38.94160914,8114,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.873102081,0.873102081,0,0,0,0,0,1,0,0,0,0,4,0,12,32,1701511868,1701511829,57851402435,1701511836,12.10641569,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1004,66,84,71.71428571,6.942915932,66,0.00211215,14,808448,11.97616681,9.818765873,48.20408163,1,196,0,0,0,0,0.00211215,38.94160914,collection
1701511899,70.45682096,8180,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.496758149,0.496758149,0,0,0,0,0,1,0,0,0,0,4,0,12,33,1701511899,1701511829,59552914334,1701511838,15.86399263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,636,66,84,79.5,7.794228634,66,0.242944002,8,808448,12.60952021,11.02270384,60.75,1,64,0,0,0,0,31.51521182,70.45682096,collection
1701511899,70.45893312,8246,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.510935923,0.510935923,0,0,0,0,0,1,0,0,0,0,4,0,12,34,1701511899,1701511829,61254426233,1701511840,18.57504522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,702,66,84,78,8.485281374,66,0.00211215,9,808448,12.489996,12,72,1,81,0,0,0,0,0.00211215,70.45893312,collection
1701511899,70.45926404,8312,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.525126121,0.525126121,0,0,0,0,0,1,0,0,0,0,4,0,12,35,1701511899,1701511829,62955938132,1701511841,20.68996106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,768,66,84,76.8,8.818163074,66,0.000330925,10,808448,12.39354671,12.47076581,77.76,1,100,0,0,0,0,0.000330925,70.45926404,collection
1701511899,70.46137619,8378,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.539302552,0.539302552,0,0,0,0,0,1,0,0,0,0,4,0,12,36,1701511899,1701511829,64657450031,1701511843,22.40577526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,834,66,84,75.81818182,8.962732759,66,0.00211215,11,808448,12.31407177,12.67521822,80.33057851,1,121,0,0,0,0,0.00211215,70.46137619,collection
1701511913,84.00215602,8444,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.464273798,0.464273798,0,1,0,0,0,1,0,0,0,1,4,0,12,37,1701511913,1701511829,66358961943,1701511845,24.70798366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1248,66,85,69.33333333,6.514940095,66,0.180345058,18,808448,11.77568116,9.213516641,42.44444444,1,324,0,0,0,0,13.54077983,84.00215602,collection
1701511913,84.00426817,8510,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.476166281,0.476166281,0,1,0,0,0,1,0,0,0,2,4,0,12,38,1701511913,1701511829,68060473856,1701511846,26.60110204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1314,66,85,69.15789474,6.384711656,66,0.00211215,19,808448,11.76077334,9.029345816,40.76454294,1,361,0,0,0,0,0.00211215,84.00426817,collection
1701511913,84.0051291,8576,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.488065436,0.488065436,0,1,0,0,0,1,0,0,0,3,4,0,12,39,1701511913,1701511829,69761985769,1701511848,28.18986064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1380,66,85,69,6.260990337,66,1701511913,0,808448,11.76077334,9.029345816,40.76454294,1,361,0,0,0,0,0.000860929,84.0051291,collection
1701511913,84.00724101,8642,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.499956902,0.499956902,0,1,0,0,0,1,0,0,0,4,4,0,12,40,1701511913,1701511829,71463497681,1701511850,29.54200679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,66,66,66,66,0,66,0.002111912,1,808448,11.48912529,0,0,0,1,0,0,0,0,0.002111912,84.00724101,collection
1701511913,84.00774503,8708,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.511857567,0.511857567,0,0,0,0,0,1,0,0,0,4,4,0,12,41,1701511913,1701511829,73165009594,1701511851,30.70434544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,132,66,66,66,0,66,0.000504017,2,808448,11.48912529,0,0,0,4,0,0,0,0,0.000504017,84.00774503,collection
1701511913,84.00985718,8774,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.523748063,0.523748063,0,0,0,0,0,1,0,0,0,4,4,0,12,42,1701511913,1701511829,74866521507,1701511852,31.71110171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,198,66,66,66,0,66,0.00211215,3,808448,11.48912529,0,0,0,9,0,0,0,0,0.00211215,84.00985718,collection
1701497028,2.400059938,6206,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,7.916468958,7.916468958,0,0,0,0,0,1,0,0,0,0,4,0,6,17,1701497028,1701497025,32328443486,1701497026,0.533342235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2012,66,1514,251.5,477.2124789,1514,0.047775984,8,808448,22.42766149,674.8803598,227731.75,1,64,0,0,0,0,2.37556386,2.400059938,collection
1701497028,2.402507067,7720,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,8.324637324,8.324637324,0,0,0,0,0,1,0,0,0,0,4,0,6,18,1701497028,1701497025,34029940514,1701497026,0.716885537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3526,66,1514,391.7777778,599.8758719,1514,0.002447128,9,808448,27.99206237,848.3525938,359851.0617,1,81,0,0,0,0,0.002447128,2.402507067,collection
1701497028,2.404488087,9234,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,8.733667726,8.733667726,0,0,0,0,0,1,0,0,0,0,4,0,6,19,1701497028,1701497025,35731437542,1701497026,0.836555151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5040,66,1514,504,661.2188745,1514,0.00198102,10,808448,31.74901573,935.1047,437210.4,1,100,0,0,0,0,0.00198102,2.404488087,collection
1701497028,2.407063961,10500,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,9.139765439,9.139765439,0,0,0,0,1,1,0,0,0,0,4,0,7,20,1701497028,1701497025,37432934569,1701497026,0.92251154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6306,66,1514,573.2727273,667.4212369,1266,0.002575874,11,808448,33.86067711,943.876165,445451.1074,1,121,0,0,0,0,0.002575874,2.407063961,collection
1701497028,2.409044981,12014,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,9.547351827,9.547351827,0,0,0,0,0,1,0,0,0,0,4,0,7,21,1701497028,1701497025,39134431597,1701497026,0.98700729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7820,66,1514,651.6666667,689.8781696,1514,0.00198102,12,808448,36.10170818,975.6350638,475931.8889,1,144,0,0,0,0,0.00198102,2.409044981,collection
1701497028,2.40977788,12080,172.16.65.128,172.16.63.128,8888,55384,6,TCP,64,9.959424145,9.959424145,0,0,0,0,0,1,0,0,0,0,4,0,7,22,1701497028,1701497025,40835928625,1701497026,1.036530666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7886,66,1514,606.6153846,680.9384405,66,0.000732899,13,808448,34.83146235,962.9923777,463677.1598,1,169,0,0,0,0,0.000732899,2.40977788,collection
1701497028,2.411247015,13094,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,10.36807919,10.36807919,0,0,0,0,1,1,0,0,0,0,4,0,8,23,1701497028,1701497025,42537425653,1701497026,1.075165421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8900,66,1514,635.7142857,664.5036202,1014,0.001469135,14,808448,35.65709707,939.7500319,441565.0612,1,196,0,0,0,0,0.001469135,2.411247015,collection
1701497028,2.413227081,14360,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,10.77395501,10.77395501,0,0,0,0,1,1,0,0,0,0,4,0,9,24,1701497028,1701497025,44238922681,1701497026,1.105590378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10166,66,1514,677.7333333,660.9431107,1266,0.001980066,15,808448,36.81666289,934.7147111,436845.7956,1,225,0,0,0,0,0.001980066,2.413227081,collection
1701497028,2.415430069,14426,172.16.65.128,172.16.63.128,8888,55384,6,TCP,64,11.17813359,11.17813359,0,0,0,0,0,1,0,0,0,0,4,0,9,25,1701497028,1701497025,45940419709,1701497026,1.129655822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10232,66,1514,639.5,656.8635703,66,0.002202988,16,808448,35.76310948,928.9453698,431469.75,1,256,0,0,0,0,0.002202988,2.415430069,collection
1701497028,2.419346094,15440,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,11.57337516,11.57337516,0,0,0,0,1,1,0,0,0,0,4,0,10,26,1701497028,1701497025,47641916736,1701497026,1.148774265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11246,66,1514,661.5294118,643.3147722,1014,0.003916025,17,808448,36.37387556,909.7844758,413853.8962,1,289,0,0,0,0,0.003916025,2.419346094,collection
1701497028,2.419947863,15506,172.16.65.128,172.16.63.128,8888,55384,6,TCP,64,11.98372926,11.98372926,0,0,0,0,0,1,0,0,0,0,4,0,10,27,1701497028,1701497025,49343413764,1701497026,1.163771911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11312,66,1514,628.4444444,639.898796,66,0.000601768,18,808448,35.4526288,904.9535559,409470.4691,1,324,0,0,0,0,0.000601768,2.419947863,collection
1701497028,2.422060013,15572,172.16.65.128,172.16.63.128,8888,55384,6,TCP,64,12.38615057,12.38615057,0,0,0,0,0,1,0,0,0,0,4,0,10,28,1701497028,1701497025,51044910792,1701497026,1.175487981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11378,66,1514,598.8421053,635.3682118,66,0.00211215,19,808448,34.60757447,898.5463422,403692.7645,1,361,0,0,0,0,0.00211215,2.422060013,collection
1701497028,2.497977972,15790,172.16.65.128,172.16.63.128,8888,55384,6,TCP,64,12.41003738,12.41003738,0,0,0,0,1,1,0,0,0,0,4,0,11,29,1701497028,1701497025,52746407820,1701497026,1.187407361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1494,66,218,78.63157895,33.45257527,218,0.001070023,19,808448,12.54046083,47.30908564,1119.074792,1,361,0,0,0,0,0.075917959,2.497977972,collection
1701497028,2.498352051,15952,172.16.65.128,172.16.63.128,8888,55384,6,TCP,64,12.80844307,12.80844307,0,0,0,0,1,1,0,0,0,0,4,0,12,30,1701497028,1701497025,54447904848,1701497027,1.196649344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1656,66,218,82.8,37.32639817,162,1701497028,0,808448,12.54046083,47.30908564,1119.074792,1,361,0,0,0,0,0.000374079,2.498352051,collection
1701497028,2.500333071,16170,172.16.65.128,172.16.63.128,8888,55384,6,TCP,64,13.19824162,13.19824162,0,0,0,0,1,1,0,0,0,0,4,0,13,31,1701497028,1701497025,56149401876,1701497027,1.203723459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,350,66,218,116.6666667,71.65348716,218,0.00129199,3,808448,15.27525232,101.3333333,5134.222222,1,9,0,0,0,0,0.00198102,2.500333071,collection
1701497028,2.500690937,16236,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,13.59624234,13.59624234,0,0,0,0,0,1,0,0,0,0,4,0,13,32,1701497028,1701497025,57850898904,1701497027,1.208930641,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,416,66,218,104,65.81793069,66,0.000357866,4,808448,14.4222051,93.08061023,4332,1,16,0,0,0,0,0.000357866,2.500690937,collection
1701497028,2.502681971,16398,172.16.65.128,172.16.63.128,8888,55384,6,TCP,64,13.98499706,13.98499706,0,0,0,0,1,1,0,0,0,0,4,0,14,33,1701497028,1701497025,59552395932,1701497027,1.21261897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,710,66,218,101.4285714,57.98240409,162,0.001233101,7,808448,14.24279266,81.99950224,3361.959184,1,49,0,0,0,0,0.001991034,2.502681971,collection
1701497028,2.503021955,16464,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,14.38261455,14.38261455,0,0,0,0,0,1,0,0,0,0,4,0,14,34,1701497028,1701497025,61253892960,1701497027,1.214975854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,776,66,218,97,55.4887376,66,0.000339985,8,808448,13.92838828,78.47292527,3079,1,64,0,0,0,0,0.000339985,2.503021955,collection
1701497028,2.504845858,16530,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,14.77136802,14.77136802,0,0,0,0,0,1,0,0,0,0,4,0,14,35,1701497028,1701497025,62955389988,1701497027,1.216245059,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,974,66,218,88.54545455,49.29385659,66,0.00116992,11,808448,13.30755083,69.71204053,2429.884298,1,121,0,0,0,0,0.001823902,2.504845858,collection
1701497028,2.507283926,16596,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,15.15584239,15.15584239,0,0,0,0,0,1,0,0,0,0,4,0,14,36,1701497028,1701497025,64656887016,1701497027,1.216605212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1106,66,218,85.07692308,46.06761175,66,0.001606941,13,808448,13.04430321,65.14944132,2122.224852,1,169,0,0,0,0,0.002438068,2.507283926,collection
1701497058,32.52898097,16662,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,1.198930887,1.198930887,0,0,0,0,0,1,0,0,0,0,4,0,14,37,1701497058,1701497025,66358384074,1701497028,5.081061141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,528,66,66,66,0,66,0.121973991,8,808448,11.48912529,0,0,0,64,0,0,0,0,30.02169704,32.52898097,collection
